year,title,abstract,winner,university,degree
2008,Wearable Context-Aware Food Recognition for Nutrition Monitoring,"DiaWear is a wearable food and activity recognition system to monitor and aid medical patients with respect to calorie intake and consumption. Such a system will be ideal for diabetes patients, as well as pancreatitis, and other patients with dietary restrictions. This system may also find use in fitness and weight management. Gathering data from sensors placed on different parts of the body using existing platforms such as the CMU e-Watch and the CMU ArmBand, and by using a PDA equipped with accelerometers, information regarding the activity and exercise of the user will be recorded and analysed via machine learning algorithms. A food recognition algorithm on the PDA will allow the system to take pictures and recognize certain learned foods on a plate and relay the corresponding calories. Knowledge of calories burnt via merged sensor data and knowledge of available calories via food recognition, will allow the system to monitor and assist the user regarding calorie intake a! nd management on a regular basis. Recorded data will also help medical professionals to provide more accurate forms of treatment and medications. As part of a first semester CS Senior Thesis project, the primary role of the student will be to develop an image recognition algorithm to detect food, and future work, if time permits, will comprise of integrating this algorithm into the above mentioned system of wearable sensors.",,Carnegie Mellon,Computer Science
2008,RAMS and BlackSheep: Inferring White-Box Application Behavior Using Black-Box Techniques,"We describe and evaluate a new technique for diagnosing performance problems in distributed systems in a scalable manner by exploiting and analyzing only local (i.e. intra-node) black-box system metrics, and inferring white-box application behavior. We study the novel method of correlating white-box application event logs with black-box system metrics to gain insight into the behavior of a distributed system, and validate our approach through experiments on the Hadoop open-source implementation of Google's Map/Reduce distributed programming model. We inject failures and real performance problems gathered from failure data recorded in Hadoop's bug database.",,Carnegie Mellon,Computer Science
2008,Assistive Technology for Learning to Write Braille,"If they are to play a meaningful role in modern society, people who are visually impaired need to obtain information in an effective and timely manner. Accessing information requires the ability to read and write fluently. The Braille language provides a mechanism for the visually impaired to be fully literate participants in modern-day society. However, learning to write Braille is a non-trivial process that often involves long hours of tedious work. Learning to write Braille is even more difficult for young blind children due to many factors such as the required physical and mental exertion, and the delayed feedback on what was written. To address these needs, the TechBridgeWorld program at Carnegie Mellon University (www.techbridgeworld.org) developed an Adaptive Braille writing Tutor (ABT) that uses audio feedback to provide guided practice for young children learning to write Braille. Through extensive interactions with the Al-Noor Institute, a school for blind children! In Qatar, we extend the capabilities and potential impact of this Braille tutor. This honors thesis in Computer Science enhances the ABT in three important dimensions: Relevance to the Arab world, methodology of software design, and motivational factor for the students. Our interactions with Al Noor revealed a need for expanding the vocabulary of the ABT to include Arabic Braille,and also a strong need for increasing the enthusiasm and learning-efficiency for blind children learning to write Braille. To address these needs we make three important enhancements to the ABT. First, we enable the tutor to provide guided practice for the Arabic alphabet characters in Braille and facilitate the interface between the Braille tutor and the screen reading software used at the Al Noor Institute. Next, we improve on the ad-hoc design of the ABT software components by combining research methodologies in Assistive Technology, Intelligent Tutoring Systems, and Artificial Intelligence to propose a principled redesign of the ABT software. Finally, we study the literature on Educational Game Design and create an educational ABT-computer game to increase the motivation of children learning to write Braille. The outcome of this project is an improved Adaptive Braille Writing tutor that enhances the state of art in educational technology for the visually impaired.",Alumni Award for Undergraduate Excellence,Carnegie Mellon,Computer Science
2008,Design-Code Verification: When Design Deviates from Code,"In the business of software today, developers have a problem keeping design and code in synchronization. Addressing this issue, this thesis covers my research into this topic and describes an implementation of a tool that speeds up the resynchronization process of design and code. The resynchronization process requires a comparison process between code and design, but such comparison is too complex with too many unsolved problems to fully be covered in just one thesis. As a result, this thesis focuses on UML Class and Sequence diagrams, since they are the most widely and commonly used among the different design notations. Web also restrict the study to just the Java programming language. This thesis highlights the different aspects of the synchronization (bible framework to support people struggling with the ""in-sync"" problem and populates that framework with an initial set of working analysis modules. The thesis then concludes with an analysis of the work and explains how others can extend it to cover more pieces of the problem.",,Carnegie Mellon,Computer Science
2009,Direct Zero-Knowledge Proofs,"A Zero-Knowledge Proof is an interactive protocol which allows one party (the prover) to prove a statement (S) to another party (the verifier) without revealing anything beyond the truth of S. If S is true then the prover should always be able to convince the verifier that the statement is true without revealing anything else. If S is false then the verifier should be able to catch the prover cheating with high probability. For example, Oded Goldreich found a protocol which allowed the prover to convince a verifier that a graph G is k-colorable without revealing anything else. Consequently, all languages in NP are known to have Zero-Knowledge Proofs because they can be reduced to Graph Coloring. However, there are no known direct Zero-Knowledge Proofs for many NP-Complete languages. I present direct Zero-Knowledge Proof protocols for Subset Sum, Clique, SAT and Integer Programming.",Allen Newell Award for Excellence in Undergraduate Research,Carnegie Mellon,Computer Science
2009,Using Machine Learning to Predict Human Brain Activity,"Brain imaging studies are geared towards decoding the way the human brain represents conceptual knowledge. It has been shown that different spatial patterns of neural activation correspond to thinking about different semantic categories of pictures and words. This research is aimed at developing a computational model that predicts functional magnetic resonance imaging (fMRI) neural activation associated with words. The current model has been trained with a combination of data from a text corpus and fMRI data associated with viewing several dozen concrete nouns. Once trained, the model predicts fMRI activation for other nouns in the text corpus with significant accuracy. We hope to explore extensions to the current model in hopes of accurately predicting fMRI activation across subjects and studies. As data is collected with more abstract nouns, new classification techniques will be tested,analyzed and improved. While the current model uses predefined features, this project will explore the usage of various techniques of training and identifying features simultaneously. A survey will also be constructed containing an overview of the machine learning techniques implemented along with the results obtained when used within the model.",,Carnegie Mellon,Computer Science
2009,The Tentacle Arm: Control of a High-DOF Planar Manipulator,"Effective control of a high degree of freedom manipulator increases in computational complexity with the number of joints. A controller for a many-joint arm must include an inverse kinematics solver, a path planner, and a set of object manipulation strategies. I am developing these algorithms for a planar ""tentacle"" arm composed of eight Robotis Dynamixel AX-12 servos in series. The goal is to be able to manipulate objects in real-time. With the algorithms in place, I will demonstrate a variety of operations on objects of different sizes using an actual tentacle arm. The work will be incorporated into the Tekkotsu robot programming framework.",,Carnegie Mellon,Computer Science
2009,Model Checking Cellular Automata,"Simple aspects of the evolution of one-dimensional cellular automata can be captured by the first-order theory of phasespace, which uses one-step evolution as its main predicate. Formulas in this logic can thus be used to express statements such as ""there exists a 3-cycle"" or properties of the global map such as surjectivity. Since this theory has been shown to be decidable by using two-way infinite Buchi automata, it is possible to evaluate these formulas by manipulating the Buchi automata. The goal of this research is to build a system which can evaluate these statements, and to report on the results as well as the tractability of larger problems.",,Carnegie Mellon,Computer Science
2009,Share or Not to Share? The Benefits of the Use of a TabletPC Flash Card Application in an Educational Setting,"Many people use flash cards or index cards to study for vocabulary quizzes, math tests, etc. However, using the physical flash cards is not the best method of studying as people have to maintain the cards and manually sort the cards according to their familiarity. It would be beneficial for students if they could make the flash cards on computers so that they never have to lose the cards and the program could quiz them. The purpose of this study is to extend the Tablet Flash Cards Application that I developed as part of the course 15-397 in fall of 2007 and an independent study in spring of 2008 to a collaborative online learning application. To test the effectiveness of this collaborative online learning application, I will also measure how it can help the eighth grade students at a local middle school in Pittsburgh to learn geometry better. To design and develop this online flash cards application, I will utilize HCI methods such as contextual inquiry, storyboarding, usability analysis, etc.",,Carnegie Mellon,Computer Science
2009,Learning about Related Tasks with Hierarchical Models,"One of the hallmarks of human learning is the ability to apply knowledge learned in previous situations to novel scenarios. In contrast, many machine learning algorithms are explicitly designed to train and test on a single, unchanging distribution of examples. My work is aimed at better understanding how we can extend machine learning algorithms as to enhance their ability to use knowledge from previous experience in novel situations. My project explores two domains where the ability to leverage knowledge learned in previous situations enables performance improvements and new capabilities within a task domain. First, I explore the domain of learning real-world concepts with Bayesian networks. Second, I focus on the domain of signal classification, specifically for detecting seizure events in EEG data recorded from patients with epilepsy. In both of these domains, my approach relies on storing knowledge in a hierarchy with multiple levels of abstraction.",Alumni Award for Undergraduate Excellence,Carnegie Mellon,Computer Science
2009,Exploring Visual Odometry for Mobile Robots,"A key task for an autonomous mobile robot is being able to navigate an unknown environment. An interesting challenge arises when neither a map of the environment, nor the location of the robot are present. In such cases, the robot needs to localize itself and map the environment simultaneously (SLAM). The SLAM problem has been extensively studied using LIDAR as the main sensor. Recently, however, attention is shifting from LIDAR-based SLAM to vision-based SLAM, or vSLAM. Nonetheless, the accumulated unbounded nature of error, due to image noise, prevents vSLAM to scale using visual inputs only. Most of the research in this area integrates other sensors inputs, such as IMU's or wheel odometry to improve navigation scalability. In this work, we focus on the development of a scalable robot navigation system using visual inputs only. Two approaches are proposed: (1) visual odometry, or motion estimates using visual inputs only, to provide accurate geometry estimates within limited distances, and (2) describing the environment as a topological graph-like map to connect the limited segments of visual odometry and allow the system to scale. A series of evaluation and testing experiments will be carried out on video streams from a camera mounted on a mobile robot navigating indoor and outdoor environments.",Alumni Award for Undergraduate Excellence,Carnegie Mellon,Computer Science
2009,Dynamic Path Planning and Traffic Signal Coordination for Emergency Vehicle Routing,"Expedient movement of emergency vehicles to and from the scene of an accident can greatly improve the chance that lives will be saved. One way to shorten the vehicles travel time is through traffic signal preemption which gives emergency vehicles preference at intersections. Early approaches to traffic signal preemption depended on direct signal communication between the vehicle and the intersection. Later, GPS was used to more accurately locate the emergency vehicle. To reduce the emergency vehiclebprogramming framework. s travel time even more, path planning was combined with preemption to allow the vehicle to choose the anticipated least congested route. These previous approaches have two main limitations. First, considering only traffic lights along the emergency vehiclebprogramming framework. s route incorrectly assumes that congestion results only from those lights. Secondly, path planning approaches, while an improvement on traffic signal preemption alone, have adopted a static perspective to route planning, which ignores the possibility that the level of congestion can change during the emergency vehiclebprogramming framework. s journey. This research, therefore, explores two potential enhancements to further reduce emergency vehicle travel time. The first enhancement is a preemption plan that incorporates the traffic lights along the chosen path as well as the lights in the vicinity that might indirectly affect congestion along the chosen path. The second is dynamic path planning using the D*Lite algorithm to dynamically and optimally adjust the chosen path plan based on real-time updates of traffic conditions. The results of this thesis are validated by simulating relevant scenarios using the VISSIM microscopic traffic simulator.",,Carnegie Mellon,Computer Science
2010,Investigating Effectiveness of Small-Scale Lunar Excavators,"This work presents a small-scale (<100kg) lunar excavation rover ""Lysander"", an investigation into its effectiveness for lunar excavation tasks, and a sensitivity analysis of design and operational parameters in point-to-point excavation of small scale lunar excavators. A 2008 Astrobotic study determined that robots with mass of 300kg or less are a viable option for lunar excavation tasks including building protective berms for future lunar outpost landing pads. From this work, a regolith construction simulator dubbed REMOTE was developed to provide a model of the time required to complete lunar excavation tasks for a given platform in addition to a numerical analysis of the sensitivity of design and operational parameters of a rover with respect to its overall task productivity. With the lessons learned from this study, the Lysander rover was developed in 2009 by a small Carnegie Mellon team for lunar excavation research and entrance into the 2009 NASA Regolith Excavation Challenge. The Lysander rover's scraper style excavator design was inspired by the CRATOS rover employing a centrally located scraper bucket for regolith excavation and transport. Using REMOTE, this work models the high and low sensitivity operational and design parameters of the Lysander rover and provides experimental validation of the actual sensitivities. The lessons learned from this analysis present a design methodology showing which parameters to focus on when designing small scale lunar excavators.",,Carnegie Mellon,Computer Science
2010,Temporal Continuity Learning for Deep Belief Networks,"Deep Belief Networks (DBNs) have proven successful for the unsupervised learning of representations of images, and the subsequent use of these representations for object recognition. However, much work remains before DBNs will be able to learn representations as robust as those in Inferotemporal (IT) Cortex, the object recognition center of the human brain. Neurons in IT are selective to particular objects, but the representations are relatively invariant to changes in, for example, object pose or lighting. Physiological evidence suggests that IT neurons learn these representations by assuming Temporal Continuity of visual objects: if an object is present in the visual field at time t, then the same object will most likely be present at time t+1. Thus, if the neural representation changes slowly with time, then the neurons are likely to be responding to objects rather than spurious features. The goal of this research is to show that this constraint, that representations should change slowly with time, can be used train the representations in DBNs, and that the resulting representations will be more useful for object recognition.",,Carnegie Mellon,Computer Science
2010,EyesOn Mobile Eye Tracking,"I hope to deliver a method for creating a low cost mobile eye tracker, with the unique component of a hot swappable scene lens filter. The filter will allow for screen detection in the scene camera using IR LEDs. This, combined with real time eye-tracking software, will allow the mobile eye-tracker to be used as a computer input device. I also plan on providing a rigorous analysis of the accuracy of the device in several different lighting settings, a portion of data distinctly absent from other open source eye-tracking solutions. This will allow real time eye-tracking as a method of computer input on a head mounted mobile eye-tracker, and create the opportunity for quality research at a low, affordable cost.",Alumni Award for Undergraduate Excellence,Carnegie Mellon,Computer Science
2010,Complementing Buchi Automata Over Bi-infinite Words,"In this work, we introduce an algorithm that, when given an ω-Bu¨chi automaton (an automaton recognizing languages over one-way infinite words) as input, finds a small automaton that recognizes the complement of the language of that automaton. This procedure is necessary in many tasks, and the current algorithms construct automata much larger than the original. We modify the definition of an ω-Bu¨chi automaton to allow a smaller machine to represent the same language, allowing the complement automata to be smaller as well. We then show that a natural generalization of an existing algorithm for complementing ω-Bu¨chi automata will find the complement of the language of one of these reduced automata. The modification we make to the definition of an automaton is to allow transitions to be labeled with arbitrarily long strings of input characters, rather than restricting them to reading one character at a time. This causes some of the states to become extraneous, which allows us to remove them without changing the language accepted by the automaton. We can iteratively find and remove extraneous nodes, and add transitions between the removed node's neighbors. We explore different possibilities for the ordering in which to remove the nodes that produces the smallest resulting automaton, though the problem in general is NP-complete. This modified version does have some drawbacks, but in some applications of this algorithm, none of these drawbacks are relevant. We focus on one such application - deciding properties of cellular automata that can be described with a formula of first-order logic containing a single universal quantifier. These properties can be verified with operations on a ξ-Bu¨chi automaton (an automaton recognizing languages over bi-infinite words) on a de Bruijn graph, but the presence of a universal quantifier requires taking the complement of the language, causing a superexponential blowup in the number of states required. We show that by converting the ξ-Bu¨chi automaton to a reduced ω-Bu¨chi before performing this step, we can greatly reduce the number of states in the complement automaton.",,Carnegie Mellon,Computer Science
2010,Using Machine Learning Techniques to Uncover What Makes Understanding Spoken Chinese Difficult for Non-native Speakers,"The Chinese dictation tutor has been used for the past few years in over thirty classrooms at universities around the world. A large amount of data have been collected from this program on the types of errors students make when trying to spell the pinyin of the Chinese phrase spoken to them. I plan to use this data to help answer the question of what is hard about understanding Chinese. Is it a particular set of consonants, vowels, or tones? Or perhaps do certain difficulties arise in the context in which these sounds are spoken? Since each pinyin phrase can be broken down into features (consonants, vowel sounds, and tones), we can apply machine learning techniques to uncover the most confounding aspects for beginning students of Chinese. We can extend the methods we developed here to create an ML engine that learns on the fly for each student what they find difficult. The items to be presented to the learner can be chosen from a pool that has features with the lowest probability of being correctly classified by the student. This will allow the Chinese learner to focus on what he or she is having most difficulty and hopefully more quickly understand spoken Chinese than without such focused ""intelligent"" instruction.",,Carnegie Mellon,Computer Science
2010,Learning-based Change Detection for Mobile Robots,"Mobile Robotics has advanced to a stage where robotic vehicles are beginning to navigate autonomously and make decisions about the traversibility of obstacles based on rich sensor data and machine learning and planning techniques. Unfortunately, these systems can still fail, especially in circumstances on which they were not trained. My goal is to create a technique which should improve robot safety and reliability by allowing robots to detect important changes in their environment. If a robot sees a given scene more than once and there is a significant change, such as a human being present or a tree falling, the robot should be able to detect the change and avoid it or alert a human. I am investigating machine learning techniques to perform change detection on a set of rich sensor data collected by a mobile robot.",Allen Newell Award for Excellence in Undergraduate Research,Carnegie Mellon,Computer Science
2010,Enhancing Audio Reproduction through Improved Instrument Synthesis Models for Violin and String Instruments,"Current methods of psycho-acoustic based audio compression work very well, but at a cost of loss of original information. Simultaneously, loss less methods of compression on average compress at approximately a 2:1 ratio. One means of improving the quality of sound reproduction while reducing the amount of information needed to encode the sound is through improved sound synthesis techniques. In this research, we focus on using the combined SIS method to reduce the amount of information needed in a control channel for a violin synthesizer, while maintaining sound quality at levels that would make it almost indistinguishable from an actual instrument being played. SIS has found success in brass and woodwind instruments, but has encountered challenges in synthesizing string instruments. Through the introduction of additional parameters, we hope to reduce the amount of control information needed to express sounds on those instruments.",,Carnegie Mellon,Computer Science
2010,Layperson-trained Speech Recognition for Resource Scarce Languages,"We develop practical methods in speech recognition for low-resource languages overlooked by most effort in the field today. The resulting technique will potentially provide speech technology for languages of the developing world where many of the speakers are illiterate, by allowing one to build low-cost speech recognizers with high accuracy over small vocabularies involving minimal audio data and human expertise for training. Specifically, we will design pronunciation-generating algorithms for new languages based on existing speech recognition engines for other languages through cross-language phoneme mapping. We will also develop methods that will eliminate the need for language expert-based training.",,Carnegie Mellon,Computer Science
2010,Finding Accurate Models of Social Graphs,"Studies into the graph structure of social networks have revealed many interesting properties, including their tendency towards clustering and the small world eo,ect. The original random graph model proposed by Erdos and Renyi does not exhibit these properties, prompting investigation into other algorithms to construct random graphs. Using large data sets, such as the 65 million node data set recently collected from Twitter. I determine what properties actual social network graphs have that the random graph algorithms do not accurately model, and present methods of producing random graphs that correctly model those properties.",,Carnegie Mellon,Computer Science
2010,Human-powered Word Sense Disambiguation,"One formidable problem in language technology is disambiguating the ""sense"" of a word as it occurs in a sentence. For example, distinguishing ""bank"" as a river bank or as a financial institution. This work explores a specific strategy for solving this problem; the strategy involves harnessing the semantic abilities of human beings to develop datasets that can be used to train machine learning algorithms.",,Carnegie Mellon,Computer Science
2010,Predicting Risk from Financial Reports with Supervised Topic Models,"Forecasting from analysis of text corpora is an exciting research area, one that has potential for application to a variety of fields such as finance, medicine and consumer research. We apply techniques from NLP to predicting real-world continuous quantities associated with a forward-looking text's meaning. In particular, we study Financial Reports because of the presence of a large text corpus that is highly standardized and widely studied by financial analysts in industry. In conducting our analysis we use a class of generative probabilistic models known as Topic Models. In such a model, documents are a mixture of topics, where a topic is defined as a probability distribution over words. These models are interesting because they provide a simple probabilistic procedure for generating documents. Such a procedure can be inverted using standard statistical techiques, allowing us to infer a set of topics from which a particular document was generated. The problem then is to associate the inferred topic distributions with real-world quantities such as company-level financial indicators for the prediction task.",,Carnegie Mellon,Computer Science
2010,Inductive Inference of Integer Sequences,"Inductive inference denotes hypothesizing a general rule from examples. In this senior thesis, we give a model for inductively inferring integer sequences. Within this model we give algorithms that can (inductively) infer integer sequences with high confidence, under the assumption that all the terms of the sequence are accessible. We provide tight bounds on the number of sequence terms an inference algorithm needs to see before it can make an inference it is confident in. We use The On-Line Encyclopedia of Integer Sequences (OEIS) to evaluate our model. We are currently able to infer about 18.9% of the OEIS using the methods given in this thesis. We also implement a website for inferring sequences that is meant to complement the OEIS. This site can be publicly accessed at http://atemi.cdm.cs.cmu.edu/~samt/sequences.html",,Carnegie Mellon,Computer Science
2010,Local and Global Perspectives: An Investigation of How Cultural Factors Contribute to Gender Balanced Participation in Computer Science,"This thesis is based on the premise that cultural factors play an important role in the representation of women in computer science. I will argue that gender differences, usually noted as a primary source of women's low representation, do not provide a satisfactory explanation for the low participation of women in computer science (CS) and that we need to look at factors other than gender differences. This thesis will begin by exploring research which shows that the underrepresentation of women in computer science (well documentated in the United States) is not a universal phenomenon. Some countries such as Bulgaria are graduating women in engineering degrees in numbers equal to those of men. I plan to investigate the cultural factors that make this possible. Additionally, I plan to investigate the local culture at Carnegie Mellon where we enroll women in computer science at twice the average to other research 1 universities to investigate the local cultural factors at play. From this I hope to be able to make recommendations to engage a more diversified population in computer science in the United States.",,Carnegie Mellon,Computer Science
2010,Inference of Population Structure with Optimal Number of Ancestral Groups,"In this project I study the problem of population structure inference using multi-locus genotype data. Traditional methods for inferring population structure such as Structure program or mStruct does not present a good way to optimize the number of ancestral population groups by including the number in the model and inferring from the model itself. Therefore I aim to present a model that will have the ability to infer the optimal number intrinsically. So far studying the previous works, implementing parts of them, and coming up with new model have been done. For the rest of the semester I plan on finishing implementations including the new model and coming up with an inference method for the model.",,Carnegie Mellon,Computer Science
2010,Rich Named Entity Recognition,"There is a need to identify named entities in free text, including references to people, organizations, and locations. The standard datasets for building named entity recognizers are limited to these three coarse-grained category types, but I am interested in a larger set of more specific labels (e.g., languages, geopolitical entities, nationalities, diseases). There are proprietary tools for named entity recognition that provide these labels (but with some level of error). The goal of this project is to build a named entity recognizer that provides rich labels, using a large unlabeled dataset and the output of the proprietary tool. This will involve a little bit of machine learning and parallel processing using cloud computing also.",,Carnegie Mellon,Computer Science
2010,Education e-Village: Empowering Technology Educators in Developing Regions,"There exists a significant need for relevant, accessible and useful resources to enhance technology education in developing regions. Currently, access to technology courseware is available via several online resources. These are designed for developed communities, where technology resources are ubiquitous. There are no avenues for understanding the courseware or discussing alternative ways of teaching it based on constraints specific to developing regions, like limited resources and experiences with technology. This prompted the conception of TechBridgeWorld's ""Education e-Village"" (E-Village) project to address the aforementioned needs. E-Village is an online community where educators from around the world will be able to share ideas, experiences, expertise, educational resources, and strategies for effective technology education in developing regions. This work is involved with 4 critical aspects of E-Village namely, search functionality, discussion board functionality, a learning tool, and user experience. The aims of this work are threefold. First, it will design and implement initial versions of the outlined features keeping existing constraints and conventions in mind. Second, it will understand the effectiveness of the implementations through feature-specific usability tests, and address any major shortcomings. Finally, it will perform overall usability tests, present key findings from these tests and make recommendations for enhancements in future.",,Carnegie Mellon,Computer Science
2010,Designing Mobile-phone Based Educational Games to Improve the English Literacy Skills of Limited English Proficient (LEP) Adults,"Many immigrant workers in the fields of construction, menial labor, household help, and service sectors in countries like the US and Qatar have limited English proficiency, which is often a barrier to advancement in their careers and creates problems in communication with their supervisors and managers, which in turn leads to a myriad of other problems. These problems also expand to the refugee population, who find it hard to get jobs with limited English skills, thereby making their adjustment process in the US harder. English proficiency is also a problem with the deaf population; only 10% of the 18-year olds read at or above an 8th grade level, and the average deaf adult reaches only a 4th grade reading level. We can address the problems of limited English proficiency by providing these groups with a fun way of practicing their English skills. The senior thesis is motivated by the aforementioned problems faced by immigrant adults, refugees and deaf students and proposes to develop a mobile-phone based educational game for enhancing the English communication skills of these limited English proficient (LEP) adults. The senior thesis will build on mobile phone based literacy tools developed during TechBridgeWorld's iSTEP program in 2009, which consists of two parts: the actual single player game accessible via mobile phones, and an online content authoring system to allow teachers or other informed individuals to add content to the games. So far, a majority of the related research efforts have concentrated on the effectiveness of similar educational games on children, and the thesis will contribute to the understanding the effectiveness of mobile phone based educational games on adult literacy. This will require significant research to effectively incorporate techniques used to teach English as a Foreign Language (EFL) to adults into educational games that are exciting to play, effective in teaching, and accessible via a mobile phone.",,Carnegie Mellon,Computer Science
2011,Discriminative Pronunciation Learning for Speech Recognition for Resource Scarce Languages,"We develop pragmatic solutions that create small vocabulary speech recognizers at a fraction of the cost and time that current packages require. Little to no expertise in speech recognition is needed in training a recognizer for any language, and only a few audio samples per word are required. Hence, these solutions are ideal for targeting languages that have a small or economically disadvantaged user base which are typically ignored by the commercial world. In particular, building on previous work, we design algorithms that utilize current speech recognition engines to generate pronunciations which map phonemes across languages. Using discriminative training techniques, we further improve the pronunciation generated, resulting in higher recognition accuracy.",,Carnegie Mellon,Computer Science
2011,Bilingual Part of Speech Tag Induction with Markov Random Fields,"This paper explores unsupervised learning with undirected graphical models. We focus on the problem of bilingual part of speech (POS) induction, which considers the POS induction problem when parallel training data is available [Snyder et al., 2008]. Because we use undirected models, there are no restrictions on the structure of the graphs and we can incorporate many overlapping features, such as sublexical features (this is in contrast to previous work which made use of directed, generative models). Although our undirected model is quite flexible in terms of being able to add new features, the unsupervised learning problem turns out to be quite challenging, and analysis determines that the non-convex objective we are attempting to optimize has many local optima which causes problems for learning. We show that performance can be improved by using an alternative objective based on contrastive estimation [Smith and Eisner, 2005b].",,Carnegie Mellon,Computer Science
2011,Generating Giant Word Corpora with Human Computation to Solve Word Sense Disambiguation,"Given a word within a sentence, how can a computer determine the meaning of that word? If there is only one given definition of the word, the solution can be easily determined. If multiple definitions exist however, this problem becomes magnitudes more difficult. The open problem of Word Sense Disambiguation, hereafter referred to as WSD, has yet to be adequately solved. The applicability of machine learning to this problem is obvious. However, the major issue with such an approach is a lack of data with which we can train a machine learning algorithm. Our solution to this issue is to apply Human Computation. We will create a game that will generate a giant corpus of (word, sentence) pairs tagged with a disambiguated definition for that word from previously untagged sentences. Using this corpus, we will gain the ability to successfully train a machine learning algorithm to be robust enough to solve WSD on a domain as large as an entire language. Thus, an effective solution to WSD can be created.",,Carnegie Mellon,Computer Science
2011,Slick: A Framework for High Throughput Network Applications in the Kernel,"With the increasing use of the Internet and networked services, the ability to make such services perform better, speci cally in terms of increasing throughput and, by extension, the number of requests that can be handled, is more important than ever. Despite many interface and architecture improvements, such services are constrained by the maintenance of the process abstraction (i.e. the isolation of tasks from each other and the inner workings of the operating system), which imposes a great cost on every network transaction. Slick tackles this problem by providing a convenient interface for providing these services in the kernel. In this work we explore the creation of this framework and the performance implications of its use.",,Carnegie Mellon,Computer Science
2011,An Efficient Algorithm for Nonparametric Online Prediction,"Online learning processes input data as a stream, predicting a label for each incoming instance based on the observations in the history. Most of the current approaches to online learning focus on a single learning task. In this senior thesis research, we will study problems of multiple parallel online predictions under computation constraints. Our goal is to find approaches to model the prediction loss and cost and also, by carefully allocating the resources, to minimize the overall loss across tasks with fixed total cost.",,Carnegie Mellon,Computer Science
2011,Dynamic Casts in the Plaid Programming Language,"Typestate is a new paradigm in programming language design that allows programmers to explicitly specify state transitions, which include the addition and removal of the fields and methods of objects at runtime, within their programs. Plaid, a general-purpose programming language in development at Carnegie Mellon, reifies this idea of typestate in an actual implementation. In Plaid, object aliasing complicates the static verifcation of state transitions by making it impossible to know with certainty the state of all other objects after a transition has been performed [1]. Plaid solves this issue with permission kinds, which help programmers as well as the compiler reason about aliasing in programs. In most languages, runtime or dynamic casts must be introduced either explicitly by the programmer or implicitly by the compiler at certain points in a program in order to ensure that the language is typesafe. The addition of aliasing information to a gradual type system raises several issues in the implementation of these casts. In order to cast something to a type with a speci c permission, aliasing information must be maintained at runtime to verify that the resulting permission is compatible with all other existing permissions for that object. For my thesis I defined a static and dynamic semantics for dynamic casts in the Plaid programming language, incorporated these semantics into the Plaid compiler implementation, and examined the impact of this implementation on the overall performance of compiled Plaid programs.",,Carnegie Mellon,Computer Science
2011,Human-Like Understanding of Two-Line Figures,"We present a computational theory of mid-level vision within the Line Pair micro-domain, implemented in Mathematica. The theory assumes that categorization is the fundamental aspect of understanding, and that binding, symmetry, regularity detection, and proportionality detection are the mechanisms by which we categorize instances. We discuss additional aspects of ""understanding"" the domain, and suggest other domains to which the theory might transfer.",,Carnegie Mellon,Computer Science
2011,CaFE Play: A Customizable Mobile Phone Game for Enhancing English Literacy,"English proficiency is an invaluable skill in many parts of the world. It often helps individuals improve their quality of life and contribute more to society. However, for various reasons, many individuals have difficulty learning English, often simply due to lack of guided practice. To help address this issue, the TechBridgeWorld research group (www.techbridgeworld.org) through their TechCaFE program (http://www.techbridgeworld.org/techcafe/) has developed the CaFE Phone tool: a prototype mobile phone-based game for enhancing English literacy. The purpose of this thesis is to improve and build upon the game by creating a game customization framework, CaFE Play, which can be used to not only customize the existing game, but also to create other such customizable games. These games should increase the user's motivation to practice English literacy, and thereby better improve the user's English proficiency, a hypothesis that this thesis also aims to test.",,Carnegie Mellon,Computer Science
2011,Online Metric Matching on the Line,"Given a metric space, a set of points with distances satisfying the triangle inequality, a sequence of requests arrive in an online manner. Each request must be irrevocably assigned to a unique server before future requests are seen. The goal is to minimize the sum of the distances between the requests and the servers to which they are matched. We study this problem under the framework of competitive analysis. We give two O(log k)-competitive randomized algorithms, where k is the number of servers. These improve on the best previously known O(log2 k)-competitive algorithm for this problem. Our technique is to embed the line into a distribution of trees in a distance-preserving fashion, and give algorithms that solve the problem on these trees. Our results are focused on settings for the line, but these results can also be extended to all constant-dimensional metric spaces.",,Carnegie Mellon,Computer Science
2011,Market-Based Coordination of Recharging Robots,"Autonomous recharging is becoming increasingly important to mobile robotics as it has the potential to greatly enhance the operational time and capability of robots. Existing approaches, however, are greedy in nature and have little to no coordination between robots. This leads to less efficient interactions which adversely affect the performance of the team of robots. Therefore, improved coordination can greatly enhance the performance of such a team. This senior thesis has advanced the state of the art in autonomous recharging by developing, implementing, testing, and evaluating a market-based distributed algorithm for effectively coordinating recharging robots. This system is charge-aware and able to autonomously account for current and future battery states as well as current and future tasks. The developed solution has been evaluated on a series of tasks run on worker robots and recharger robots. Simulations were also used to validate the system on larger workloads. Results show that our approach consistently outperforms the state of the art in recharging strategies.",,Carnegie Mellon,Computer Science
