year,degree,abstract,university,title
2013,Computer Science,"Twitter, as well as blogs and other social networks, portray an almost endless source of information, due to millions of users freely expressing their opinions every day. The ability to extract these opinions is highly desirable, whether it be for use in financial, political or academic applications, as it can provide the means to digest the general public perception regarding specific topics, such as products, companies, celebrities and even political parties. To this end, traditional sentiment analysis techniques, such as text classification, have been widely deployed, obtaining relatively good results. However, this automatic classification can be considerably improved by taking into consideration the graph-based structure of the underlying data. In this context, this project aims to evaluate the concepts of Opinion Mining and Assortativity when applied to a real network consisting of hashtags and their respective co-occurrences, as observed in tweets collected from Twitter.",UFPE,Analysis of Feelings and Links Mining in a Hashtags Co-Occurrence Network
2012,Computer Science,"The initial challenge for a startup is making new business sustainable and scalable, but to achieve this level the startup needs often to rediscover and redesign its business model, and this process of not substantial change is known as pivot. The search for this discovery often involves various types of investments that will have a significant impact on how the new business will be positioned in the market, changing the way founders deal with new partners and customers. Most startups fail when trying to search for these investments and the biggest reason is the illusion that the investment will validate its idea and the new business will be mature enough to go to market, what could lead to an addiction to startup capital insertion only for survival, which will result in death just after that capital cease. Has seen a search from startups in other types of investments such as Crowdfunding or even strategies to launch a version of the project without the necessity of investments, known as Bootstrapping. The objective of this paper is to clarify the most appropriate type of investment that a startup should seek depending on their level of maturity, and show how works the relationship between the founders and investors.",UFPE,Uncovering the Venture Capital Industry
2013,Computer Science,"Cloud systems are becoming increasingly popular because they can provide great advantages such as being very scalable. However, cloud systems also have their limitations. According to the CAP theorem [14], a distributed computing system is able to ensure simultaneously at most two of the following three characteristics: 1. Consistency; 2. Availability; and 3. Partition Tolerance. With this restriction, Cloud Database Solution mostly opts to relax aspects of consistency in favour of Availability and Partition Tolerance. Each Cloud DB system ensures a different level of consistency and to allow such different characteristic each one has different policies and mechanisms. This paper aims to analyze the techniques currently used by major cloud databases that directly affect the CAP characteristics.",UFPE,ANÁLISE COMPARATIVA SOBRE A CONSISTÊNCIA DE BANCO DE DADOS NAS NUVENS
2013,Computer Science,Not found,UFPE,
2013,Computer Science,"One purpose of this study is the development of a domain specific language (DSL) to define gestures in physiotherapy. As a case study, will be used ikapp. It will allow the physiotherapist to use a language much closer to the context of physiotherapy. Also part of the aims, observing and studying the impacts of the adoption of DSL provides to the project in terms of ease and usability.",UFPE,Study the use of a DSL to define movements using iKapp
2013,Computer Science,"The multicore processors are present in almost every modern computer, including mobile de- vices like smartphones and tablets. However, only a small portion of the processing power provided by the multiple cores are actually used by the applications due the difficulty of writ- ing concurrent systems. Aiming to make the development of this kind of system become more tangible, some new synchronization mecanisms are being proposed in functional programming languages. Functional programming emphasizes a programming style based on pure functions and immutable data which makes the development of concurrent programs easier. The aim of this project is to make a comparative study of the functional languages Clojure and Haskell focusing on the use of Sotfware Transacional Memory. To this end, the implementation of a parallel search engine was used as object of study.",UFPE,A Comparative Study of Functional Languages to Implement Concurrent Systems
2013,Computer Science,"The introduction of new features, apart from making an application potentially more powerful, it also makes it potentially more vulnerable. The reason is that the increase of complexity, when it comes to security, inevitably inserts new potential attack vectors. And with the arrival of HTML5 (Hypertext Markup Language version 5) is no different, its new features or introduce new vulnerabilities or make the impact of known vulnerabilities more critical, thus causing the increase of attack surface on the web, and making not only applications, but also web browsers, more susceptible to attacks. Thus, this work aims to conduct an analysis of the insecurity of the technologies that make up HTML5, with the aim of identifying new attack vectors, and prove the increase of attack surface on the web. In addition, whenever possible, this paper presents countermeasures for attacks described.",UFPE,Analysis of Web Attack Surface Augmentation from HTML5 Resource Exploitation
2012,Computer Science,"Multicore processors get more popular with time and demand that applications make better use of parallelism internally to get more power from this technology otherwise its success may be compromised. Such adoption to parallelism requires profound changes in the architecture of most applications and also a revolution in the way of thinking of software design and development. In this study, it’s done an analysis of open source projects that have been changing its own structure to deliver more parallelism, such as WebKit, Qt and Lucene, and observe the motivation behind the changes, project limitations before the changes and in particular the impact they have caused to project’s stability. It is also observed ways to reduce this impact, generally associated to test-driven development and open discussions with the project community about the proposed changes, potentially delivering a smoother and less error-prone transition.",UFPE,A study on the transition to multicore architectures in open source applications
2013,Computer Science,Not found,UFPE,
2013,Computer Science,"The value perceived by the client consists of all factors involved in the creation and preservation of a product, as well as in providing a quality service. Thus, based on the level G of the MPS.BR for services, this work has as main scope to analyze the software development and maintenance process of the Academic Information Management System of Federal University of Pernambuco (SIG@ Project - UFPE), point out weaknesses and suggest improvements to the current model. The analysis results from the process modeling as it is currently and define the first artifact of this work, the AS-IS model. Such modeling is structured from the BPMN standard, aiming to provide a clear, objective and precise visualization. Once the AS-IS model is established, the evaluation's purpose will be centered on the adherence of a specific process area of MPS.BR. As a result, it is intended to present a recommended model that serves not only to contribute to the growth of users' overall satisfaction, but also to boost the process overall efficiency.",UFPE,ANALYSIS OF THE DEVELOPMENT AND MAINTENANCE PROCESS OF THE INFORMATION AND ACADEMIC MANAGEMENT SYSTEM (FOLLOWS) WITH FOCUS ON LEVEL G OF THE MPS.BR FOR SERVICES
2013,Computer Science,Not found,UFPE,
2013,Computer Science,Not found,UFPE,
2013,Computer Science,"For researchers in the area of requirements engineering, it is a consensus the need for obtaining/identifying methods able to systematically generate complete and correct use cases, enabling system requirements to be as aligned as possible to the goals of the organization. In the literature, researches have been done using different approaches for the requirements engineering, such as the goal-oriented and business process-based approaches. In the first case, the use of the i* framework has been highlighted to rationale and model the organizational environment. The i* focuses on the organizational actors who depend on each other, so that goals are achieved, tasks are performed and resources are provided. In the second case, the use of the BPMN notation has gained space on the business process modeling, making the capture of complex functioning of organizations a simpler task, easier to understand by the stakeholders and consistent with the business reality. The purpose of this work is, therefore, to conduct a comparative study between the Santander's method (which uses the goal-oriented approach) and De la Vara's method (which uses the approach based on business processes) to generate specifications of use cases scenarios. Using these methods enables requirements engineers, as well as others involved in software requirements, to specify software requirements more correctly, completely and aligned with the organization's goals. Furthermore, the comparative study provided by this work helps to identify the method considered most suitable, according to a suite of metrics and questions that evaluate each method.",UFPE,COMPARATIVE STUDY OF GENERATION METHODS OF CASES OF USE
2013,Computer Science,Not found,UFPE,
2013,Computer Science,Not found,UFPE,
2013,Computer Science,"The concept of criptocurrency introduced by Satoshi Nakamoto in 2008 under the name of ""bitcoin"" is a phenomenon of commercial transactions on the Internet. This paper aims to address the technologies behind Bitcoin system. First of all, this article provides an overview of criptocurrency and specifically the Bitcoin network and its components. This will be done from two perspectives: historical and technical. The hash, proof-of-work and mining algorithms will be detailed in this work. By doing so, we define their respective roles in the processes of digital monetary system.",UFPE,Technologies to support the cryptomoeda concept
2013,Computer Science,Not found,UFPE,
2014,Computer Science,Not found,UFPE,
2014,Computer Science,"In a simple definition, Recommendation Systems is a very rich research area that utilizes various techniques and tools to provide suggestions for items that are useful for a user. In the context of these systems, an item can be anything that can be recommended for a user, such as a book, a movie or a travel package. Although currently there are several practical applications in this area, it still needs improvement to make their methods more effective, such that better represents the information about the items to be recommended. This graduate work presents an overview of Recommendation Systems area, describing the recommendation techniques more used nowadays. They are content-based filtering, collaborative filtering and hybrid filtering. These techniques are compared for their advantages and disadvantages and a system was developed for this analysis to be possible. Different ways to calculate the recommendation of items for users will be evaluated using evaluation metrics known in this area.",UFPE,Filtering Techniques Study Hybrid Systems Product recommendation
2014,Computer Science,"The development of digital games has become, with the technological advancement, a complex task in terms of time and human resources. Thus, nowadays, a game can not be elaborated only by the work of programmers, in contrast to the first games created. In this context, a wide range of professionals is now needed on the development team of a game, whether they are programmers, musicians, artists, producers, among others . On the other hand, the demand for a better quality of games only increases. An improvement on the graphics or the gameplay of the product, the developers are always concerned to broaden the experience of enjoyment of users. A topic which has not yet been much explored by developers, but is becoming more evident however, is the use of weather effects as a component that can provide an improvement in both the graphical quality of the game and its gameplay . This paper aims to develop a tool to facilitate the creation and the balancing of climatic effects in games. To this extent, a representation and classification of the domain of climatic effects in games will be developed. This classification will identify the types of climatic effects on existing games on the market along with their attributes and their influence within the game.",UFPE,Tool for Creating and Balancing Climate Effects in Games
2014,Computer Science,Not found,UFPE,
2014,Computer Science,"A multicore architecture has become prevalent for general computing needs, for these reasons it is often necessary to change the architecture within the project, these changes or transition architecture can be analyzed through the code created, the differences between sections of codes over time and the metadata associated with these changes (commits messages, bugtracking) [3] . Many large projects that have undergone modifications of this type are available in public repositories, are open source and can be easily accessed. It is through the resources available in public repositories that will analyze the effectiveness of the transition to multicore architecture, by checking the buildings as well as for examining the emergence of failures arising from the changes.",UFPE,A Study on the Transition to Multicore Architectures in an Open Source Application
2014,Computer Science,Virtual learning environment’s main goal is to provide the necessary structure so that the learning experience can be performed without the necessity for an orthodox leaning environment. They can be extended to enhance effectiveness. For this paper it was highlighted the possibility of using a recommendation system in such way that it would recommend a person that could maintain a dialogue that could be constructive for both of them and deepen the construction of knowledge of the subject exposed by the system PenSAE. An approach of person recommendation was prototyped that took on account the learning style of the user and style of the users that will be recommended to improve the knowledge exchange between users inside the PenSAE virtual learning environment.,UFPE,Recommendation of context-sensitive people
2013,Computer Science,"The assurance that the information will be accessed only by authorized users, in other words, confidentiality, is an essential goal in many cryptography schemas, and in attribute-based cryptography schemas it is not different. However, the attribute-based cryptography, an asymmetric key scheme, addresses this problem by trying to achieve a fined-grained access control, allowing several types of access control. Those qualities are generated by modern cryptography concepts, and computational complexity theory, allied with some policy control abstraction, thus providing confidentiality. In this work, a survey on attribute-based cryptography and its main schemes are presented along with an analysis of them, observing essential criteria in secure and applicable cryptographic systems, and, finally, bringing up and comparing results produced by the implementation of the schemes on CHARM framework.",UFPE,A STUDY OF CRYPTOGRAPHY BASED ON ATTRIBUTES
2014,Computer Science,"Navigation is a common task related to 3D content in which the user is able to move and rotate the virtual camera in order to explore a virtual environment. In most scenarios the navigation interaction occurs through regular devices such as keyboard, mouse and joysticks. Alternatively, considering the system is able to interpret body and hand gestures, the interaction can be designed to be more natural and user friendly. Gesture metaphors have proven to be a powerful tool for human computer interaction. Examples arise from smartphones to state of the art projects like the Holodesk [1] (from Microsoft Research). However, regarding the use of gestures for navigation in virtual environments, a specific limitation arises related to the user movement in the real space. The gestures should provide the user a way of turning the virtual camera direction without losing the view of the screen. Moreover, the user must be able to move long distances in the virtual environment without trespassing real world boundaries and without becoming fatigued. In this context, this monograph presents a study on the problem of navigation in virtual environments with fixed displays visualization (e.g. projections and TVs) using gestures. It also shows an implementation of a prototype of one of the metaphors developed during this work with an industrial scenario in a CAVE environment using Makey Makey [2] technology. From the study, we validated the use of the Wizard of Oz technique for prototyping interactions with gestures in real time. It was also noticed that, in the choice of gestures for navigation in a virtual environment with displays display fixed, the users commonly use more the hands and upper limbs, and less the lower limbs. It was also realized that to move forward, the gesture of pointing to the direction was the most requested. And some users chose gestures that, initially, did not seem tiresome when executed only once, however, became tiresome in the long term. As a result of the implementation of the prototype of one of the metaphors, it was found that it is possible to use it in an industrial virtual scenario in a CAVE environment together with Makey Makey technology.",UFPE,STUDY AND IMPLEMENTATION OF 3D INTERACTION METAPHORS WITH FOCUS ON NAVIGATION IN VIRTUAL ENVIRONMENTS
2014,Computer Science,"With the growth and popularization of GPS and other devices capable of capturing global positioning information of moving objects, there is a need for the storage and analysis of trajectories of moving objects. However, in a geographical DBMS designed for the management of vector data, the typically stored geographic information are: geometry, point, line and polygon. This work presents a proposal to specify and implement a new abstract data type (ADT), called Trajectory, in an open source DBMS, called PostgreSQL, so that the proposed data type can be used just like any other type existing in the DBMS. The proposed will be follow by the implementation of an application where use the trajectory data. This work includes the implementation of an application that uses trajectory data in order to validate and demonstrate the storage, manipulation and query over this new data type.",UFPE,Embedding Trace Data in PostgreSQL: IMPLEMENTING THE ABSTRACT DATA TYPE TRAJECTORY
2014,Computer Science,"The Business Process Management (BPM) has become a crucial approach for businesses to reach a satisfactory level of efficiency of its processes, impacting directly on your strategy. For processes bring good visible results to all involved, it is important to have these alignment with the strategic objectives of the organization. The security of this alignment can be achieved through the establishment of clear metrics and continuous monitoring of their indicators. Further, the evaluation of metrics used in business processes gives to organization the support to analyze whether the results of the processes are on schedule. If some process has low efficiency, these can be evaluated and changed to optimize the outcome of the process with the help of these metrics. In this context, this paper presents the results of a systematic review whose goal was to gather studies addressing the importance of evaluation of metrics in business processes and answer three questions proposed: 1. What are the metrics and indicators are being used in business processes? 2. What are the positives points and improvements of metrics used? 3. What is the context of the metrics that are being used? Despite the limitations of this study, as a result it was concluded that the issue addressed is still immature, the studies presented show different concepts to develop metrics without a standardization of what the best model. But studies have shown the importance of aligning processes with the strategic goals of the organization.",UFPE,Evaluation of the metrics used in business process management
2014,Computer Science,"In the MMOG scenario, a common habit among the players is gathering in virtual forums in order to check and discuss strategies. Also, there are tools which contain a wide amount of information, part of them shared by the players themselves. In World of Warcraft, a MMORPG developed and maintained by Blizzard, players can create characters of many races, choose what class they will belong to and which will be their specialization. Each class has a set of specific spells, named talents, which are separated in groups of three by layer. From those layers, it's possible to choose only one talent, modifiable by an item bought in-game. This very functionality brings up the opportunity to the development of Talents per Boss, a tool capable of gathering data from World of Logs in order to show information about what talents are the most used by players when faced with a given situation as, for example, fighting a powerful boss.",UFPE,World of Warcraft Data Collection and Query Tool
2014,Computer Science,"The large increase in the number of people living in the region of the cities is increasing the problem of urban mobility. In major urban centers transit is already requiring citizens much time, reaching several hours a day. In this context are the Intelligent Transportation Systems, or ITS. They are applications that aim to provide solutions to problems in transportation. They are part of the area called ubiquitous computing. Ubiquitous computing comprises systems that have high mobility and has low perception of the user, who often do not even realize their existence altogether. UbiMid is a middleware that was developed with the objective of assisting the development of ITS applications, providing useful services and abstracted in order to make it easy to use them, among other things. The objective of this work is to develop an ITS, facing the passenger cab, and propose a new service to the middleware, which when implemented would improve this ITS and others that may be developed.",UFPE,Taxiadvisor: a passenger assistance service
2014,Computer Science,Not found,UFPE,
2014,Computer Science,"The dissemination of courses and methods of distance learning, modifies the structure of the traditional classroom, where the greatest impact on the student owes permanent absence of the teacher, demanding that the student take more initiatives for motivation and monitoring your learning. Thus, individual student characteristics such as maturity and self­control have greater influence on the effectiveness of the knowledge acquisition process. Self­regulation of learning can be defined as metacognitive processes where the student plans, sets goals, organizes, monitors and evaluates the knowledge itself. In this sense, training in self­regulatory skills can contribute to the student learning effectiveness. Thus, this work presents Autorreg, a tool designed to support the self­regulation of student learning. In addition to its requirements, architecture, and the benefits that can bring Autorreg with its adoption are also presented.",UFPE,Autorreg: a tool to support self-regulation of learning
2014,Computer Science,"Engineering disciplines align project and construction activities with actions that verify intermediate and final products. By doing this, any defect can be identified and removed. Software Engineering is not an exception: high quality software construction requires a combination of project activities and verification throughout the development. However, there are important details that should compose high-quality software that are often forgotten or are not well evaluated by developers during the implementation. Performance is one of these important parts. In many cases, continuous concern with project delivery or due date agreed with the client overcomes the software development and neglects its performance evaluation. Quality is an area of study which is subdivided in many groups. During the beginning of an application, metrics such as robustness, efficiency and operability appear to be more influential. There are diverse CASE tools that evaluate a software, either by testing or analysing of results, considering different types of quality criteria: coverage, robustness, recovery efficiency. The aim of this project was to present a prototype of a software analysis tool able to assess any specific software focusing on the performance analysis (in this first version). In the end, this tool could provide insights for different stakeholders (software engineers, CMs, final clients) of the analysed tool, with a summary of the assessment, and a picture of the evolution or regression of the software performance.",UFPE,QA Soft: A Software Analysis Tool Based on Quality Indicators
2014,Computer Science,"CNVs are structural genetic variations. Their detection is currently a heavily discussed problem in the area of bioinformatics, in part due to their proved (positive or negative) association with diseases like cancer, AIDS and neuropsychiatric disorders. In this text, we will study several approaches and their applicability, in order to obtain an insight into the challenges presented and how they are confronted.",UFPE,Analysis of Approaches to the Problem of Detection of Copy Number Variations
2014,Computer Science,"The demand for higher data transmission speed with lower costs has been a trending topic in the digital communications systems area. In this area of study, beyond the creation of perfect codes, there have been a lot of studies around the use of new algorithms being used on established codes, aiming to improve its performance. Nowadays, the algorithms being studied are the ones that propose the use of soft decision decoding. This study aims to explain how two soft decision decoding algorithms work, the Chase Algorithm and the Stochastic Chase Algorithm, and show the results about the uses of each one of them over an Additive White Gaussian Noise channel using Binary Phase Shift Keying modulation.",UFPE,DECODING SIMULATION ALGORITHMS APPLIED TO BCH CODES
2014,Computer Science,"Urban mobility is one of the major challenges faced by cities, since transportation systems operate at limit, without entailing the increasing flow of travels and causing heavy environmental impact. There is a tendency to adopt a new culture of mobility in this scenario, which aims to bring more balance through economically feasible, environmentally balanced and socially fair alternatives: the sustainable urban mobility. For the success of these alternatives, it is important ensure the involvement of transportation system users by encouraging the utilization of more sustainable options. This incentive can come through smartphone apps, which have great popularity today. The smartphone appears as an important tool for mobility, as it allows interact with users along their paths, in constant movement. Combined with the area of Gamification, which brings game elements to solve problems in real world, mobile apps can become artifacts to promote sustainability in transportation. This study focused in the idealization of TURBAS: a mobile application that encourages citizens to practice sustainable urban mobility using a gamification approach. By analyzing similar mobile apps and adopting gamification practices, this study has as result the design of a game mechanic and functional prototypes of the system interfaces, and also conducting an experiment of acceptance.",UFPE,TURBAS: MOBILE APPLICATION GAMIFIED BACK TO THE PRACTICE OF SUSTAINABLE URBAN MOBILITY
2014,Computer Science,"The videogame industry has evolved into one of the largest industries in the world. With this change came the need of using methods to the process of creating games. The game design process is something of extreme importance for the generation of new products of this industry and this is why various methodologies are used for this purpose. This work aims to purpose a way to store and share generated data by the Design Thinking Canvas method. The proposed model should be descriptive, represent data in a reliable manner and must be easy to understand and manage. For this was developed an XML document, whose main caracteristics has been mentioned before. This type of work is necessary since the sharing of the information generated by the process will make the method more efficient and collaborative.",UFPE,Designing XML document for information sharing Design Thinking Canvas
2014,Computer Science,"This work brings a workaround for learning to read music charts. The study of solfege is an essential part of music comprehension, but the current methods of teaching music are often weak in practical evaluative aspect. We propose Rhythm Teacher as a solution to the stateness of solfege study, the solution addresses theoretical issues in a practical way, analyzing whether the student can read the theory of compass and run the exercises correctly. The system transcribes Analogue signals received through the microphone to the MIDI format, which allows great flexibility and ease of processing. Will be explained in detail Rhythm Teacher solution and implementation results.",UFPE,Rhythm Teacher: Collaborative platform to teach rhythmic solfeggio
2014,Computer Science,"In the last few years, there has been a significant increase in the number of smartphones around the world. At the end of 2013, 1.4 billion smartphones’s users were accounted, with predictions indicating that it will exceed the amount of personal computers still in 2014. In this scenario, Android is the most dominant Operating System at the smartphone’s market, representing 81% of them and growing every year its supremacy. Among the technologies present in mobile devices, the battery consists in one of the most important parts, lately having been the least evolved segment, not keeping up with the evolution of other components. On the whole, the opportunity presents itself to study ways of improving the energy consumption and the efficiency of smartphones, in a way of making then more ubiquitous and more independent. This work had the objective to study energy optimization and to do some experiments as to show and highlight what can be improved to accomplish growth in energy efficiency and, thereafter, more autonomy in mobile devices.",UFPE,A study on sensor power consumption on mobile devices
2015,Computer Science,"There isn’t anything new about using the concept of exception to identify and handle logical flow disruptions, but there are a few problems associated to the exception interfaces in some languages. As an example, we can say the throws clause used in Java is enough to analyze the exception flow locally, but it is limited in a global context for both control and manutenability. To overcome this issue, an extension to the Java language (called EPiC-Java) was created, providing a special syntax to specify exceptions flows from throw sites to handle sites in just one sentence, but no tools were developed to provide IDE support. That being so, this work aims to adapt EPiC-Java syntax and make it portable to Eclipse environment as a plug-in.",UFPE,Support for Two-Dimensional Interfaces for Java Exceptions in the Eclipse Development Platform
2015,Computer Science,Not found,UFPE,
2015,Computer Science,Not found,UFPE,
2015,Computer Science,Not found,UFPE,
2015,Computer Science,Not found,UFPE,
2014,Computer Science,"Due to its recent developments, Augmented Reality (AR) technology started to be widely used in various application domains, such as advertising, medicine, education, robotics, entertainment, tourism, and others. However, the time and technical expertise needed to create AR applications has prevented widespread use. In this sense, authoring tools have become a largely used solution to boost mainstream use of AR, since they facilitate the development of AR experiences. Augmented reality authoring tools can provide various levels of abstraction in application development, establishing different levels of interface complexity, concept abstractions, and technical skills demands. Particularly, those categorized as content design tools present a high abstraction layer, which substantially simplifies the user interface to a point that even people with few or no technical expertise can create and deploy AR content. Therefore, these tools are a critical component to the success and growth of augmented reality since they allow it to be explored by ordinary users, which have expertise only in their actuation areas. Due to their increasing relevance, this monograph aims at conducting a trend analysis in order to understand the current tendencies in the area of content design tools: the authoring paradigms and the distribution strategies of AR solutions that have been used. For this purpose, both commercial and academic tools were analyzed concerning their dataflows, which describe the end-to-end scenario that outlines from the creation of AR semantic through authoring tools to its visualization by end-users. In turn, the identification of AR authoring and deployment trends allowed the translation of project-specific dataflows, observed in the analyzed content design tools, into the creation of general dataflow models. In this sense, a minimum number of combinations of trends were performed in order to elaborate four generic models in which all of the content design tools could fit into. Furthermore, in order to investigate and illustrate all the theoretical foundations approached in this work, a case study was performed as a complement to this monograph. The main purpose was to analyze whether a high-level content design tool is, indeed, easy to use and permits a diverse audience to build AR applications. Hence, the Augie Studio tool was created and further evaluated by programmers and non-programmers. By measuring the amount of time spent to realize specific tasks using the tool, examining answers obtained from an evaluation questionnaire, and analyzing additional commentaries collected from a non-structured interview, it was confirmed that the tool meets its intended purpose.",UFPE,HIGH-LEVEL AUTHORING TOOLS IN AUGMENTED REALITY: ANALYSIS AND CASE STUDY
2015,Computer Science,Not found,UFPE,
2015,Computer Science,"This work presents the evaluation of an information system aiming to identify its major problems with the application of usability techniques. The system under evaluation offers the service of creation and sharing of lesson plans. The evaluation were made with design professionals, experts in educational didactics, in addition to the main users of the system, primary and secondary school teachers. The techniques applied in the study were: Heuristic Evaluation, Evaluation by a specialist using Thinking Aloud, Task Analysis and Focused Interview. With the result of the evaluation is expected to identify the main requirements for the evolution of the system.",UFPE,EVOLUTION OF CONCEPTUAL MODEL OF INFORMATION SYSTEM FOR PLANNING AND SHARING OF CLASSROOM PLANS
2015,Computer Science,"The rise of Web of Things (WoT) has created new challenges for data collection, integration and processing. The main challenges are the large volume, heterogeneity and autonomy of data sources. Therefore, we need an efficient mechanism for publishing and discovering data producers on the WoT. One possible solution for the development of a discovery service is the storage of metadata for data sources into a catalog. That catalog must be flexible, to deal with heterogeneity, and scalable, to deal with massive volume of data producers and consumers. In this work, we implement and evaluate four solutions of data source catalog for the WoT, which are built on top of NoSQL databases.",UFPE,NOSQL SOLUTIONS ANALYSIS FOR THE IMPLEMENTATION OF DATA SOURCES CATALOG FOR WEB OF THINGS
2015,Computer Science,"Since the decade of 2000 has an exponential growing of records, which concerns the analysts about a lack of storage space. 90% of virtual records were produced in the last two years, because of companies that were integrated to online storages, as well as the beginning of the social networks, mobiles data, like GPS. The biggest companies now seek to use this large volume of data, volatile or not, for their benefit. The challenge comes in the form of identifying similar sentiments (complaints, praise, criticism ...) inside this large volume, as well as the integration of such data. One of the challenges of record linkage is to identify record that belongs to the same entity (person, business, traffic lights, buses ...). This problem is called Entity Resolution. This paper aims to detail the pre-processing used to generate the entry required to begin the other implementation presented in this work, which is the entity resolution algorithm proposed by [Gruenheid; DONG and Srivastava 14].",UFPE,Instance Grouping in the Duplicate Data Identification Process
2015,Computer Science,Not found,UFPE,
2015,Computer Science,"To simultaneously localise itself and map its surroundings is an es- sential ability that a robot needs to have in order to perform various tasks in unknown, dangerous or domestic environments. In this work we develop a system capable of building globally consistent maps us- ing a graph-based interpretation of the simultaneous localization and mapping problem. We use an RGBD sensor to extract visual and depth information for loop closure detection and relative transforma- tion estimation. The final system is tested on an openly available benchmark. Finally, experiments are also performed on a mobile robot in a domestic environment, yielding promising positive results.",UFPE,A study on SLAM techniques with applications on robot perception
2015,Computer Science,"For a company to be adaptable to the constant changes required by the market, it must have a simple and easily understandable modeling of its entities. The BPMN notation (Business Process Modeling Notation) has as main objective the mode of representation of business processes to be easily understood by all. [5] The organizational modeling is a necessity for understanding the business environment, helping to understand the complex interactions between organizations and people. [6] In this context arises oriented modeling purposes, an approach that prioritizes the goals that users expect the system, and it has grown as a promising way to describe systems that actually fulfill the wishes of stakeholders. It provides a way to identify and specify both the objectives of the stakeholders with respect to the intended system, such as the characteristics of the system itself. [7] i * framework is an approach from GORE (Goal-Oriented Requirements Engineering) formulated to represent, model and analyze organizational objectives [8]. During the lifecycle of the business process model when changes occur in a model, they should spread to other business models in order to maintain consistency. Combinations of complementary notations (as i * and BPMN) offer a higher conceptual support to changes. To reflect changes in the organizational context to changes in business process design means aligning business processes with organizational goals. Similarly, operational improvements can be mapped back to organizational objectives facilitating analysis and assuring no conflict with existing targets [10]. The iStar2BPMN [11] is a tool developed for the purpose of turning i* models BPMN models, and vice versa. It includes graphical editors for i* and BPMN, and enables the transformation between these models from mapping guidelines clearly defined [12]. However, the tool does not allow import and export models built with other popular tools that support modeling i* and BPMN like OpenOME [14] and the Bizagi [18], respectively. The main objective of this work is to enable the recognition of diagrams created with the Istar2Bpmn tool for popular tools like OpenOME and Bizagi and vice versa.",UFPE,INTEGRATION OF THE ISTAR2BPMN TOOL WITH OPENOME AND BIZAGI
2015,Computer Science,"Software development for the Web is one of the most sought after areas in the information technology market. Decisions involved with the design of an online application range from the choice of the operating system to which development technology will be used. Amid the growing demand for highFperformance Web development platforms and which facilitate the creation of dynamic Web applications, Node.js comes not only to solve these issues but also to change the Web development paradigm to which we are used to — by integrating the same programming language on the client and server. The main goals of this work involves a detailed investigation of the operation of this platform and its architecture, making various comparative tests between this and other technologies and deploying an application in Node.js. The application developed in this work is a platform for simulated programming competitions simulated, in order to provide a systematisation of training for programming contests in Brazilian educational institutions. Many teams representing Brazil in global programming competitions such as the International Olympiad in Informatics (IOI) and the International Collegiate Programming Contest (ICPC) have no training method, but perform loose algorithmic problem solving to gain experience and knowledge. In the developed application, any institution or individual student can create their own virtual competitions under the same rules of the official competitions, and choose the questions from various repositories of algorithmic problems on the Internet. With this system, we are not only putting into practice the knowledge of Node.js elucidated in this work, but also planting the dream of increasing the visibility of Brazil’s potential around the world.",UFPE,NODE.JS TECHNOLOGICAL STUDY AND DEVELOPMENT FULL-STACK JAVASCRIPT OF COMPETITION PLATFORM IN ALGORITHMIC PROBLEMS
2015,Computer Science,"Nowaday the business process management is a big field of research with strong potential to apply pratical concepts in public and private organizations. The concept of business processes management is growing and drawing attention to all types of professionals who seek through the modeling methods and techniques and process improvement, achieve the goals of their organizations. These professionals use this techniques for improvement, management and control of their essencial business. The project's purpose is to develop a web application using the business model canvas based on Desing Thinking and Innovation to assist the business process transformation. The software goal is the stakeholders act together in reflection, prototyping and transformation of business processes fast and conveniently. The idea is to bring a good environment for those responsible for the business have a wide and simplified view of the entire process and than they can share this environment and change this the other stakeholders. The accessibility and usability of the tool are for a simple interface, easy to be built and have connection to database.",UFPE,BUSINESS PROCESS CANVAS A TOOL TO SUPPORT TRANSFORMATION OF BUSINESS PROCESSES
2015,Computer Science,"Gamification is a concept which has stood out both in commercial applications as in academic research. Its benefits to increase engagement and motivate user actions, in order to solve problems or promote learning, have aroused the interest of many industries, especially the information technology. This is easy to understand because the current softwares have a large number of features, but your users don't have the ability to learn them fully through the current teaching methods. According to John Carroll, Ph.D. in Experimental Psychology at Columbia University, the most promising approach would be teaching systems using interactive tutorials. However, these applications have not achieved a satisfactory level of engagement. Based on this, the objective of this work is to propose an use approach of gamification to software education through a platform that uses interactive tutorials.",UFPE,A PROPOSAL FOR USE OF GAMIFICATION FOR SOFTWARE EDUCATION
2015,Computer Science,"In this work it will be presented the construction and modeling of a tool that allows the teaching of programing languages based on concepts of Self- directed Learning and using some concepts of Problem-based Learning, Project-based Learning and Challenge Based Learning. The tool focus at the pratice of programming through challenges and projects. It will also be constructed a basic course of Haskell to show the structure of the tool. This document contains the structure of the tool, how it works, the concepts of the methodologies, and how they appear inside the tool.",UFPE,ENVIRONMENT FOR SCHOOL EDUCATION BASED ON SELF-DIRECTED LEARNING CONCEPTS AND PROJECT CONSTRUCTION
